ID;Campanha;Extrato_Campanha;Variavel_Campanha;Niveis_Campanha;Percentual_Campanha
686;Seca 2020;Area Urbana-1;Destino do Lixo;Enterrado;0
687;Seca 2020;Area Urbana-1;Destino do Lixo;Joagado Ceu Aberto;0
688;Seca 2020;Area Urbana-1;Destino do Lixo;Outro;0
689;Seca 2012;Area Urbana-2;Destino do Lixo;Queimado;31.1
690;Seca 2012;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;57.8
691;Seca 2012;Area Urbana-2;Destino do Lixo;Enterrado;0
692;Seca 2012;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;11.1
693;Seca 2012;Area Urbana-2;Destino do Lixo;Outro;0
694;Cheia 2013;Area Urbana-2;Destino do Lixo;Queimado;28.8
695;Cheia 2013;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;78.1
696;Cheia 2013;Area Urbana-2;Destino do Lixo;Enterrado;2.7
697;Cheia 2013;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
698;Cheia 2013;Area Urbana-2;Destino do Lixo;Outro;0
699;Seca 2013;Area Urbana-2;Destino do Lixo;Queimado;10.4
700;Seca 2013;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;92.5
701;Seca 2013;Area Urbana-2;Destino do Lixo;Enterrado;0
702;Seca 2013;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;1.5
703;Seca 2013;Area Urbana-2;Destino do Lixo;Outro;0
704;Cheia 2014;Area Urbana-2;Destino do Lixo;Queimado;12.5
705;Cheia 2014;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;90.3
706;Cheia 2014;Area Urbana-2;Destino do Lixo;Enterrado;0
707;Cheia 2014;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
708;Cheia 2014;Area Urbana-2;Destino do Lixo;Outro;0
709;Seca 2014;Area Urbana-2;Destino do Lixo;Queimado;21.4
710;Seca 2014;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;78.6
711;Seca 2014;Area Urbana-2;Destino do Lixo;Enterrado;0
712;Seca 2014;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;1.4
713;Seca 2014;Area Urbana-2;Destino do Lixo;Outro;0
714;Cheia 2015;Area Urbana-2;Destino do Lixo;Queimado;18.9
715;Cheia 2015;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;81.1
716;Cheia 2015;Area Urbana-2;Destino do Lixo;Enterrado;1.4
717;Cheia 2015;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;1.4
718;Cheia 2015;Area Urbana-2;Destino do Lixo;Outro;4.1
719;Seca 2015;Area Urbana-2;Destino do Lixo;Queimado;12
720;Seca 2015;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;90.7
721;Seca 2015;Area Urbana-2;Destino do Lixo;Enterrado;0
722;Seca 2015;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
723;Seca 2015;Area Urbana-2;Destino do Lixo;Outro;0
724;Cheia 2016;Area Urbana-2;Destino do Lixo;Queimado;9.3
725;Cheia 2016;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;93.3
726;Cheia 2016;Area Urbana-2;Destino do Lixo;Enterrado;0
727;Cheia 2016;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
728;Cheia 2016;Area Urbana-2;Destino do Lixo;Outro;0
729;Seca 2016;Area Urbana-2;Destino do Lixo;Queimado;20
730;Seca 2016;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;83.1
731;Seca 2016;Area Urbana-2;Destino do Lixo;Enterrado;1.5
732;Seca 2016;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;4.6
733;Seca 2016;Area Urbana-2;Destino do Lixo;Outro;0
734;Cheia 2017;Area Urbana-2;Destino do Lixo;Queimado;29.2
735;Cheia 2017;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;80
736;Cheia 2017;Area Urbana-2;Destino do Lixo;Enterrado;0
737;Cheia 2017;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
738;Cheia 2017;Area Urbana-2;Destino do Lixo;Outro;0
739;Seca 2017;Area Urbana-2;Destino do Lixo;Queimado;24.6
740;Seca 2017;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;80
741;Seca 2017;Area Urbana-2;Destino do Lixo;Enterrado;0
742;Seca 2017;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
743;Seca 2017;Area Urbana-2;Destino do Lixo;Outro;0
744;Cheia 2018;Area Urbana-2;Destino do Lixo;Queimado;20
745;Cheia 2018;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;86.2
746;Cheia 2018;Area Urbana-2;Destino do Lixo;Enterrado;0
747;Cheia 2018;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
748;Cheia 2018;Area Urbana-2;Destino do Lixo;Outro;0
749;Seca 2018;Area Urbana-2;Destino do Lixo;Queimado;4.5
750;Seca 2018;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;98.5
751;Seca 2018;Area Urbana-2;Destino do Lixo;Enterrado;0
752;Seca 2018;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
753;Seca 2018;Area Urbana-2;Destino do Lixo;Outro;0
754;Cheia 2019;Area Urbana-2;Destino do Lixo;Queimado;14.9
755;Cheia 2019;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;91
756;Cheia 2019;Area Urbana-2;Destino do Lixo;Enterrado;0
757;Cheia 2019;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
758;Cheia 2019;Area Urbana-2;Destino do Lixo;Outro;0
759;Seca 2019;Area Urbana-2;Destino do Lixo;Queimado;35.9
760;Seca 2019;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;69.2
761;Seca 2019;Area Urbana-2;Destino do Lixo;Enterrado;0
762;Seca 2019;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
763;Seca 2019;Area Urbana-2;Destino do Lixo;Outro;0
764;Seca 2020;Area Urbana-2;Destino do Lixo;Queimado;25.5
765;Seca 2020;Area Urbana-2;Destino do Lixo;Coletado Servico de Limpeza;78.2
766;Seca 2020;Area Urbana-2;Destino do Lixo;Enterrado;0
767;Seca 2020;Area Urbana-2;Destino do Lixo;Joagado Ceu Aberto;0
768;Seca 2020;Area Urbana-2;Destino do Lixo;Outro;0
769;Seca 2012;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;55
770;Cheia 2013;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;51
771;Seca 2013;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;52.4
772;Cheia 2014;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;55.1
773;Seca 2014;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;66.7
774;Cheia 2015;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;81
775;Seca 2015;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;76.3
776;Cheia 2016;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;65.7
777;Seca 2016;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;46.7
778;Cheia 2017;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;58.3
779;Seca 2017;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;68.6
780;Cheia 2018;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;55.3
781;Seca 2018;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;65.9
782;Cheia 2019;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;57.1
783;Seca 2019;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;54.3
784;Seca 2020;Area Rural-1;Atividade Economica Principal;Agricultura / Agropecuaria;67.6
785;Seca 2012;Area Rural-1;Atividade Economica Principal;Pesca;25
786;Cheia 2013;Area Rural-1;Atividade Economica Principal;Pesca;11.8
787;Seca 2013;Area Rural-1;Atividade Economica Principal;Pesca;11.9
788;Cheia 2014;Area Rural-1;Atividade Economica Principal;Pesca;10.2
789;Seca 2014;Area Rural-1;Atividade Economica Principal;Pesca;7.7
790;Cheia 2015;Area Rural-1;Atividade Economica Principal;Pesca;4.8
791;Seca 2015;Area Rural-1;Atividade Economica Principal;Pesca;7.9
792;Cheia 2016;Area Rural-1;Atividade Economica Principal;Pesca;0
793;Seca 2016;Area Rural-1;Atividade Economica Principal;Pesca;8.9
794;Cheia 2017;Area Rural-1;Atividade Economica Principal;Pesca;11.1
795;Seca 2017;Area Rural-1;Atividade Economica Principal;Pesca;5.7
796;Cheia 2018;Area Rural-1;Atividade Economica Principal;Pesca;13.2
797;Seca 2018;Area Rural-1;Atividade Economica Principal;Pesca;6.8
798;Cheia 2019;Area Rural-1;Atividade Economica Principal;Pesca;11.4
799;Seca 2019;Area Rural-1;Atividade Economica Principal;Pesca;13
800;Seca 2020;Area Rural-1;Atividade Economica Principal;Pesca;2.7
801;Seca 2012;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;0
802;Cheia 2013;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2
803;Seca 2013;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;14.3
804;Cheia 2014;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;10.2
805;Seca 2014;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;5.1
806;Cheia 2015;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2.4
807;Seca 2015;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2.6
808;Cheia 2016;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;14.3
809;Seca 2016;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2.2
810;Cheia 2017;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;0
811;Seca 2017;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;0
812;Cheia 2018;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;0
813;Seca 2018;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;4.5
814;Cheia 2019;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2.9
815;Seca 2019;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;2.2
816;Seca 2020;Area Rural-1;Atividade Economica Principal;Funcionalismo Publico;0
817;Seca 2012;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;0
818;Cheia 2013;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;0
819;Seca 2013;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;0
820;Cheia 2014;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;2
821;Seca 2014;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;2.6
822;Cheia 2015;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;0
823;Seca 2015;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;2.6
824;Cheia 2016;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;2.9
825;Seca 2016;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;11.1
826;Cheia 2017;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;8.3
827;Seca 2017;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;11.4
828;Cheia 2018;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;13.2
829;Seca 2018;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;9.1
830;Cheia 2019;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;14.3
831;Seca 2019;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;6.5
832;Seca 2020;Area Rural-1;Atividade Economica Principal;Piloto de Embarcacao;0
833;Seca 2012;Area Rural-1;Atividade Economica Principal;Outro;10
834;Cheia 2013;Area Rural-1;Atividade Economica Principal;Outro;23.5
835;Seca 2013;Area Rural-1;Atividade Economica Principal;Outro;14.3
836;Cheia 2014;Area Rural-1;Atividade Economica Principal;Outro;8.2
837;Seca 2014;Area Rural-1;Atividade Economica Principal;Outro;10.3
838;Cheia 2015;Area Rural-1;Atividade Economica Principal;Outro;0
839;Seca 2015;Area Rural-1;Atividade Economica Principal;Outro;5.3
840;Cheia 2016;Area Rural-1;Atividade Economica Principal;Outro;0
841;Seca 2016;Area Rural-1;Atividade Economica Principal;Outro;8.9
842;Cheia 2017;Area Rural-1;Atividade Economica Principal;Outro;2.8
843;Seca 2017;Area Rural-1;Atividade Economica Principal;Outro;2.9
844;Cheia 2018;Area Rural-1;Atividade Economica Principal;Outro;2.6
845;Seca 2018;Area Rural-1;Atividade Economica Principal;Outro;2.3
846;Cheia 2019;Area Rural-1;Atividade Economica Principal;Outro;5.7
847;Seca 2019;Area Rural-1;Atividade Economica Principal;Outro;4.3
848;Seca 2020;Area Rural-1;Atividade Economica Principal;Outro;5.4
849;Seca 2012;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;78.3
850;Cheia 2013;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;71.4
851;Seca 2013;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;73.9
852;Cheia 2014;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;66.7
853;Seca 2014;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;56
854;Cheia 2015;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;79.1
855;Seca 2015;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;84.1
856;Cheia 2016;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;83
857;Seca 2016;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;67.7
858;Cheia 2017;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;80
859;Seca 2017;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;78.7
860;Cheia 2018;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;79.1
861;Seca 2018;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;87.8
862;Cheia 2019;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;71.4
863;Seca 2019;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;63
864;Seca 2020;Area Rural-2;Atividade Economica Principal;Agricultura / Agropecuaria;49
865;Seca 2012;Area Rural-2;Atividade Economica Principal;Pesca;4.3
866;Cheia 2013;Area Rural-2;Atividade Economica Principal;Pesca;14.3
867;Seca 2013;Area Rural-2;Atividade Economica Principal;Pesca;8.7
868;Cheia 2014;Area Rural-2;Atividade Economica Principal;Pesca;11.1
869;Seca 2014;Area Rural-2;Atividade Economica Principal;Pesca;16
870;Cheia 2015;Area Rural-2;Atividade Economica Principal;Pesca;2.3
871;Seca 2015;Area Rural-2;Atividade Economica Principal;Pesca;2.3
872;Cheia 2016;Area Rural-2;Atividade Economica Principal;Pesca;0
873;Seca 2016;Area Rural-2;Atividade Economica Principal;Pesca;0
874;Cheia 2017;Area Rural-2;Atividade Economica Principal;Pesca;6.7
875;Seca 2017;Area Rural-2;Atividade Economica Principal;Pesca;2.1
876;Cheia 2018;Area Rural-2;Atividade Economica Principal;Pesca;2.3
877;Seca 2018;Area Rural-2;Atividade Economica Principal;Pesca;0
878;Cheia 2019;Area Rural-2;Atividade Economica Principal;Pesca;0
879;Seca 2019;Area Rural-2;Atividade Economica Principal;Pesca;5.6
880;Seca 2020;Area Rural-2;Atividade Economica Principal;Pesca;4.1
881;Seca 2012;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;8.7
882;Cheia 2013;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;7.1
883;Seca 2013;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;8.7
884;Cheia 2014;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;5.6
885;Seca 2014;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;18
886;Cheia 2015;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;9.3
887;Seca 2015;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;6.8
888;Cheia 2016;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;8.5
889;Seca 2016;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
890;Cheia 2017;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
891;Seca 2017;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
892;Cheia 2018;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
893;Seca 2018;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;9.8
894;Cheia 2019;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;5.7
895;Seca 2019;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
896;Seca 2020;Area Rural-2;Atividade Economica Principal;Aposentado / Pensionista;0
897;Seca 2012;Area Rural-2;Atividade Economica Principal;Outro;0
898;Cheia 2013;Area Rural-2;Atividade Economica Principal;Outro;3.6
899;Seca 2013;Area Rural-2;Atividade Economica Principal;Outro;0
900;Cheia 2014;Area Rural-2;Atividade Economica Principal;Outro;5.6
901;Seca 2014;Area Rural-2;Atividade Economica Principal;Outro;0
902;Cheia 2015;Area Rural-2;Atividade Economica Principal;Outro;2.3
903;Seca 2015;Area Rural-2;Atividade Economica Principal;Outro;2.3
904;Cheia 2016;Area Rural-2;Atividade Economica Principal;Outro;2.1
905;Seca 2016;Area Rural-2;Atividade Economica Principal;Outro;9.7
906;Cheia 2017;Area Rural-2;Atividade Economica Principal;Outro;0
907;Seca 2017;Area Rural-2;Atividade Economica Principal;Outro;14.9
908;Cheia 2018;Area Rural-2;Atividade Economica Principal;Outro;11.6
909;Seca 2018;Area Rural-2;Atividade Economica Principal;Outro;0
910;Cheia 2019;Area Rural-2;Atividade Economica Principal;Outro;2.9
911;Seca 2019;Area Rural-2;Atividade Economica Principal;Outro;5.6
912;Seca 2020;Area Rural-2;Atividade Economica Principal;Outro;4.1
913;Seca 2012;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
914;Cheia 2013;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
915;Seca 2013;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
916;Cheia 2014;Area Rural-2;Atividade Economica Principal;Nao Trabalha;2.8
917;Seca 2014;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
918;Cheia 2015;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
919;Seca 2015;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
920;Cheia 2016;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
921;Seca 2016;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
922;Cheia 2017;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
923;Seca 2017;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
924;Cheia 2018;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
925;Seca 2018;Area Rural-2;Atividade Economica Principal;Nao Trabalha;0
926;Cheia 2019;Area Rural-2;Atividade Economica Principal;Nao Trabalha;11.4
927;Seca 2019;Area Rural-2;Atividade Economica Principal;Nao Trabalha;16.7
928;Seca 2020;Area Rural-2;Atividade Economica Principal;Nao Trabalha;36.7
929;Seca 2012;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;14.8
930;Cheia 2013;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;8.2
931;Seca 2013;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;2.2
932;Cheia 2014;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;4.4
933;Seca 2014;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;4.9
934;Cheia 2015;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;0
935;Seca 2015;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;9.1
936;Cheia 2016;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;12.8
937;Seca 2016;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;8.5
938;Cheia 2017;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;14.8
939;Seca 2017;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;21.4
940;Cheia 2018;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;12.7
941;Seca 2018;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;1.8
942;Cheia 2019;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;15.3
943;Seca 2019;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;16.4
944;Seca 2020;Area Urbana-1;Atividade Economica Principal;Agricultura / Agropecuaria;9.8
945;Seca 2012;Area Urbana-1;Atividade Economica Principal;Pesca;5.6
946;Cheia 2013;Area Urbana-1;Atividade Economica Principal;Pesca;12.2
947;Seca 2013;Area Urbana-1;Atividade Economica Principal;Pesca;10.9
948;Cheia 2014;Area Urbana-1;Atividade Economica Principal;Pesca;13.3
949;Seca 2014;Area Urbana-1;Atividade Economica Principal;Pesca;2.4
950;Cheia 2015;Area Urbana-1;Atividade Economica Principal;Pesca;2.9
951;Seca 2015;Area Urbana-1;Atividade Economica Principal;Pesca;4.5
952;Cheia 2016;Area Urbana-1;Atividade Economica Principal;Pesca;14.9
953;Seca 2016;Area Urbana-1;Atividade Economica Principal;Pesca;1.7
954;Cheia 2017;Area Urbana-1;Atividade Economica Principal;Pesca;13
955;Seca 2017;Area Urbana-1;Atividade Economica Principal;Pesca;14.3
956;Cheia 2018;Area Urbana-1;Atividade Economica Principal;Pesca;29.1
957;Seca 2018;Area Urbana-1;Atividade Economica Principal;Pesca;10.9
958;Cheia 2019;Area Urbana-1;Atividade Economica Principal;Pesca;11.9
959;Seca 2019;Area Urbana-1;Atividade Economica Principal;Pesca;11.5
960;Seca 2020;Area Urbana-1;Atividade Economica Principal;Pesca;9.8
961;Seca 2012;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;11.1
962;Cheia 2013;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;12.2
963;Seca 2013;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;15.2
964;Cheia 2014;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;24.4
965;Seca 2014;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;24.4
966;Cheia 2015;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;28.6
967;Seca 2015;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;29.5
968;Cheia 2016;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;14.9
969;Seca 2016;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;10.2
970;Cheia 2017;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;0
971;Seca 2017;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;0
972;Cheia 2018;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;0
973;Seca 2018;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;5.5
974;Cheia 2019;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;6.8
975;Seca 2019;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;1.6
976;Seca 2020;Area Urbana-1;Atividade Economica Principal;Funcionalismo Publico;0
977;Seca 2012;Area Urbana-1;Atividade Economica Principal;Garimpo;29.6
978;Cheia 2013;Area Urbana-1;Atividade Economica Principal;Garimpo;36.7
979;Seca 2013;Area Urbana-1;Atividade Economica Principal;Garimpo;30.4
980;Cheia 2014;Area Urbana-1;Atividade Economica Principal;Garimpo;13.3
981;Seca 2014;Area Urbana-1;Atividade Economica Principal;Garimpo;22
982;Cheia 2015;Area Urbana-1;Atividade Economica Principal;Garimpo;14.3
983;Seca 2015;Area Urbana-1;Atividade Economica Principal;Garimpo;20.5
984;Cheia 2016;Area Urbana-1;Atividade Economica Principal;Garimpo;14.9
985;Seca 2016;Area Urbana-1;Atividade Economica Principal;Garimpo;3.4
986;Cheia 2017;Area Urbana-1;Atividade Economica Principal;Garimpo;31.5
987;Seca 2017;Area Urbana-1;Atividade Economica Principal;Garimpo;21.4
988;Cheia 2018;Area Urbana-1;Atividade Economica Principal;Garimpo;18.2
989;Seca 2018;Area Urbana-1;Atividade Economica Principal;Garimpo;30.9
990;Cheia 2019;Area Urbana-1;Atividade Economica Principal;Garimpo;16.9
991;Seca 2019;Area Urbana-1;Atividade Economica Principal;Garimpo;13.1
992;Seca 2020;Area Urbana-1;Atividade Economica Principal;Garimpo;6.6
993;Seca 2012;Area Urbana-1;Atividade Economica Principal;Outro;7.4
994;Cheia 2013;Area Urbana-1;Atividade Economica Principal;Outro;0
995;Seca 2013;Area Urbana-1;Atividade Economica Principal;Outro;8.7
996;Cheia 2014;Area Urbana-1;Atividade Economica Principal;Outro;6.7
997;Seca 2014;Area Urbana-1;Atividade Economica Principal;Outro;2.4
998;Cheia 2015;Area Urbana-1;Atividade Economica Principal;Outro;2.9
999;Seca 2015;Area Urbana-1;Atividade Economica Principal;Outro;6.8
1000;Cheia 2016;Area Urbana-1;Atividade Economica Principal;Outro;10.6
1001;Seca 2016;Area Urbana-1;Atividade Economica Principal;Outro;18.6
1002;Cheia 2017;Area Urbana-1;Atividade Economica Principal;Outro;22.2
1003;Seca 2017;Area Urbana-1;Atividade Economica Principal;Outro;16.1
1004;Cheia 2018;Area Urbana-1;Atividade Economica Principal;Outro;12.7
1005;Seca 2018;Area Urbana-1;Atividade Economica Principal;Outro;18.2
1006;Cheia 2019;Area Urbana-1;Atividade Economica Principal;Outro;18.6
1007;Seca 2019;Area Urbana-1;Atividade Economica Principal;Outro;23
1008;Seca 2020;Area Urbana-1;Atividade Economica Principal;Outro;31.1
1009;Seca 2012;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;0
1010;Cheia 2013;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;9.6
1011;Seca 2013;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;3
1012;Cheia 2014;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;11.1
1013;Seca 2014;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;1.4
1014;Cheia 2015;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;0
1015;Seca 2015;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;6.7
1016;Cheia 2016;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;4
1017;Seca 2016;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;4.6
1018;Cheia 2017;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;12.3
1019;Seca 2017;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;21.5
1020;Cheia 2018;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;16.9
1021;Seca 2018;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;4.5
1022;Cheia 2019;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;10.4
1023;Seca 2019;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;5.1
1024;Seca 2020;Area Urbana-2;Atividade Economica Principal;Agricultura / Agropecuaria;18.2
1025;Seca 2012;Area Urbana-2;Atividade Economica Principal;Pesca;35.6
1026;Cheia 2013;Area Urbana-2;Atividade Economica Principal;Pesca;21.9
1027;Seca 2013;Area Urbana-2;Atividade Economica Principal;Pesca;14.9
